width,height,TimeToBernsen,TimeToNiblack,TimeToSauvola,TimeToOtsu
2479,3542,81396,22050,1755,468
2479,3542,80214,21473,1711,462
2479,3542,80701,21720,1777,468
2479,3542,83508,22031,1793,465
2479,3542,80743,20974,1711,471
2479,3542,81075,21306,1744,467
2479,3542,80694,21286,1710,467
2479,3542,80591,21232,1719,462
2479,3542,80268,21422,1718,485
2479,3542,80197,21459,1709,465
2479,3542,80434,21678,1725,465
2479,3542,80528,21616,1757,502
2479,3542,81211,20981,1782,468
2479,3542,85386,21806,1793,484
2479,3542,85494,22061,1802,486
2479,3542,80395,21299,1709,506
2479,3542,80170,21498,1708,462
2479,3542,80869,21380,1720,500
2479,3542,80797,21735,1736,462
2479,3542,81494,21740,1720,459
2479,3542,81836,21073,1738,467
2479,3542,81102,21096,1712,467
2479,3542,81035,21054,1724,511
2479,3542,80503,21295,1707,490
2479,3542,87079,22379,1834,472
2479,3542,86030,22161,1785,467
2479,3542,80229,21566,1721,459
2479,3542,80079,21642,1719,421
2479,3542,81311,21068,1712,487
2479,3542,80540,21007,1707,512
2479,3542,80670,21087,1708,504
2479,3542,80405,21430,1719,483
2479,3542,80547,21348,1725,466
2479,3542,80133,21590,1720,466
2479,3542,80754,21708,1724,462
2479,3542,80949,21735,1724,473
2479,3542,81756,20981,1713,468
2479,3542,80948,21130,1711,480
2479,3542,82882,21675,1822,497
2479,3542,81654,21564,1738,470
2479,3542,83300,21820,1774,469
2479,3542,79986,21610,1707,466
2479,3542,80285,21304,1720,465
2479,3542,79978,21764,1720,465
2479,3542,80664,21195,1707,467
2479,3542,80853,21189,1725,469
2479,3542,80564,21159,2107,522
2479,3542,80760,21309,1718,467
2479,3542,80947,21374,1707,461
2479,3542,80239,21558,1721,462
2479,3542,80228,21625,1724,487
2479,3542,80139,21823,1720,462
2479,3542,81412,20950,1712,466
2479,3542,81482,21211,1715,467
2479,3542,82652,21584,1809,472
2479,3542,80458,21283,1721,462
2479,3542,80847,21379,1711,468
2479,3542,80062,21541,1719,472
2479,3542,81133,21596,1732,496
2479,3542,82744,22044,1770,464
2479,3542,80716,21108,1715,499
2479,3542,80469,21064,1708,471
2479,3542,80555,21028,1708,468
2479,3542,80441,21332,1707,466
2479,3542,80374,21445,1721,470
2479,3542,80719,21581,1722,477
2479,3542,80770,21641,1723,475
2479,3542,80158,21789,1722,467
2479,3542,80787,21003,1710,468
2479,3542,81036,21137,1713,469
2479,3542,81082,21048,1720,466
2479,3542,81283,21410,1742,467
2479,3542,80372,21397,1719,481
2479,3542,81119,21723,1714,462
2479,3542,80578,21613,1754,512
2479,3542,80549,22035,1724,466
2479,3542,80745,20952,1708,479
2479,3542,80578,21080,1707,467
2479,3542,80574,21053,1709,466
2479,3542,80923,21457,1714,472
2479,3542,80331,21353,1720,471
2479,3542,80366,21535,1724,488
2479,3542,80109,21540,1720,492
2479,3542,80154,21566,1722,465
2479,3542,80754,20947,1709,467
2479,3542,81028,21265,1744,473
2479,3542,82260,21727,1786,463
2479,3542,82076,21582,1790,467
2479,3542,81663,21574,1793,526
2479,3542,80213,21464,1720,464
2479,3542,80664,21588,1757,505
2479,3542,81921,21753,1766,462
2479,3542,82817,21647,1766,474
2479,3542,81021,21038,1709,466
2479,3542,81588,21244,1711,473
2479,3542,81057,21293,1714,485
2479,3542,80427,21361,1710,492
2479,3542,80245,21504,1722,486
2479,3542,82223,21974,1793,467
2479,3542,83546,21818,1738,466
2479,3542,81286,20991,1710,471
2479,3542,80704,21058,1710,468
2479,3542,80641,21178,1712,467
2479,3542,81196,21414,1715,466
2479,3542,81441,21599,1721,521
2479,3542,81417,21592,1725,475
2479,3542,81415,21601,1725,462
2479,3542,80840,21880,1736,464
2479,3542,82042,20987,1718,477
2479,3542,81448,21054,1715,513
2479,3542,81341,21204,1722,475
2479,3542,81039,21335,1724,461
2479,3542,80950,21210,1725,487
2479,3542,81975,21625,1723,468
2479,3542,80354,21659,1720,463
2479,3542,81461,21851,1816,469
2479,3542,81509,20943,1711,469
2479,3542,82526,21176,1720,467
2479,3542,80310,21131,1711,516
2479,3542,80819,21290,1721,462
2479,3542,81708,21366,1716,548
2479,3542,80182,21563,1718,464
2479,3542,82361,21669,1728,462
2479,3542,82075,21595,1813,463
2479,3542,80861,20933,1708,463
2479,3542,80554,20991,1709,471
2479,3542,82029,21089,1716,523
2479,3542,82315,21440,1720,466
2479,3542,80399,21047,1719,466
2479,3542,82318,21244,1729,462
2479,3542,80201,21633,1742,463
2479,3542,82485,21504,1735,468
2479,3542,80664,21014,1709,494
2479,3542,80499,21158,1710,511
2479,3542,80940,21376,1731,473
2479,3542,81640,21370,1727,443
2479,3542,81776,21632,1728,467
2479,3542,81985,21775,1724,464
2479,3542,81450,21627,1826,466
2479,3542,81980,20983,1718,468
2479,3542,80713,20975,1711,524
2479,3542,82093,21071,1716,572
2479,3542,81817,21320,1725,464
2479,3542,81536,21448,1715,539
2479,3542,81974,21516,1734,462
2479,3542,81483,21863,1746,462
2479,3542,82155,21951,1919,463
2479,3542,82325,20955,1714,465
2479,3542,81490,21116,1716,474
2479,3542,83008,21391,1729,487
2479,3542,81318,21294,1719,462
2479,3542,82397,21879,1765,469
2479,3542,81418,22016,1744,480
2479,3542,81851,22014,1775,463
2479,3542,80514,21913,1907,482
2479,3542,81141,20935,1712,466
2479,3542,81123,21059,1724,484
2479,3542,80719,21087,1711,512
2479,3542,81030,21255,1713,467
2479,3542,80893,21316,1725,464
2479,3542,80617,21545,1724,486
2479,3542,80589,21505,1722,468
2479,3542,81214,21501,1828,466
2479,3542,81399,21063,1716,515
2479,3542,81867,20988,1725,449
2479,3542,82015,21210,1716,504
2479,3542,81393,21222,1711,464
2479,3542,81579,21226,1714,495
2479,3542,81317,21621,1727,464
2479,3542,81218,21769,1717,465
2479,3542,81810,21608,1922,462
2479,3542,81862,20960,1717,466
2479,3542,81412,21022,1713,495
2479,3542,81495,21181,1716,499
2479,3542,81404,21333,1714,471
2479,3542,81824,21385,1738,511
2479,3542,81245,21509,1727,468
2479,3542,81808,21780,1748,462
2479,3542,81744,21705,1811,465
2479,3542,81516,20939,1712,467
2479,3542,81929,21149,1756,466
2479,3542,81832,21094,1726,514
2479,3542,81984,21301,1719,462
2479,3542,81460,21352,1720,492
2479,3542,81785,21658,1728,467
2479,3542,81547,21709,1722,467
2479,3542,81821,21592,1762,464
2479,3542,81576,20956,1722,489
2479,3542,80583,20978,1710,525
2479,3542,80721,21373,1725,464
2479,3542,80546,21347,1711,467
2479,3542,80311,21384,1710,467
2479,3542,80244,21530,1721,462
2479,3542,80230,21684,1720,525
2479,3542,80694,22669,1770,470
2479,3542,82746,20999,1715,471
2479,3542,82490,21095,1720,519
2479,3542,81732,21085,1720,511
2479,3542,82181,21258,1720,462
2479,3542,82819,21403,1763,505
2479,3542,82426,21787,1717,471
2479,3542,80621,21693,1721,459
2479,3542,83496,21376,1779,462
2479,3542,82156,22975,1871,468
2479,3542,85105,22290,1858,492
2479,3542,84433,22709,1733,597
2479,3542,85841,22285,1908,468
2479,3542,84234,23463,2027,555
2479,3542,82831,23120,1773,494
2479,3542,84453,22722,1797,476
2479,3542,85135,22811,1831,465
2479,3542,88750,21833,1745,471
2479,3542,87857,21961,1816,520
2479,3542,86217,22522,1901,520
2479,3542,85693,22681,1914,578
2479,3542,88771,23176,1754,467
2479,3542,86803,23724,2136,508
2479,3542,84236,22605,1894,467
2479,3542,85478,22878,1723,484
2479,3542,82974,21371,1726,473
2479,3542,82558,21141,1716,516
2479,3542,83910,21749,1745,491
2479,3542,83517,21361,1838,465
2479,3542,81830,22506,1747,446
2479,3542,83364,22795,1774,462
2479,3542,84182,23612,1752,510
2479,3542,87124,22506,1906,527
2479,3542,83929,21143,1724,468
2479,3542,85696,21544,2010,503
2479,3542,85436,21397,1720,470
2479,3542,83161,21536,1715,466
2479,3542,86490,21754,1730,442
2479,3542,88223,22092,1712,484
2479,3542,85917,21706,1798,485
2479,3542,85564,22933,1946,465
2479,3542,87351,22444,2040,483
2479,3542,85746,22675,1819,520
2479,3542,87603,22836,1985,503
2479,3542,84053,21812,1807,470
2479,3542,84976,23084,1746,465
2479,3542,85470,23092,1917,458
2479,3542,84075,23396,1742,529
2479,3542,84676,21863,1752,516
2479,3542,82851,21193,1721,513
2479,3542,84494,21078,1738,521
2479,3542,88544,22178,1953,464
2479,3542,85827,22986,1827,488
2479,3542,87373,23446,1755,536
2479,3542,84556,21617,1739,539
2479,3542,85816,21943,1997,467
2479,3542,83147,21556,1870,465
2479,3542,82423,21900,1846,466
2479,3542,90028,21090,1714,468
2479,3542,82073,21229,1725,475
2479,3542,87136,21604,1714,481
2479,3542,83979,21885,1824,461
2479,3542,82579,21977,1759,538
2479,3542,82464,21751,1839,463
2479,3542,88112,21319,1715,463
2479,3542,82276,21755,1711,573
2479,3542,82294,21282,1734,467
2479,3542,83951,21752,1774,469
2479,3542,82336,21268,1724,501
2479,3542,81752,21687,1722,462
2479,3542,81259,21710,1717,465
2479,3542,81617,22407,1890,519
2479,3542,82162,22087,1763,522
2479,3542,81582,21097,1725,468
2479,3542,81857,21307,1719,469
2479,3542,80915,21863,1726,458
2479,3542,81460,21685,1858,493
2479,3542,81851,21639,1734,467
2479,3542,83707,22417,1739,471
2479,3542,82412,22352,1775,523
2479,3542,84681,21312,1822,459
2479,3542,83667,21563,1815,503
2479,3542,81789,21280,1724,469
2479,3542,81262,21328,1720,470
2479,3542,85705,21839,1788,461
2479,3542,81599,21557,1733,471
2479,3542,81458,21654,1727,466
2479,3542,81556,21979,1761,498
2479,3542,86568,21941,1779,478
2479,3542,83999,21267,1824,467
2479,3542,82193,21642,1741,461
2479,3542,82167,21291,1715,489
2479,3542,85806,22150,1806,508
2479,3542,82528,22057,1750,462
2479,3542,81324,21456,1726,490
2479,3542,81402,21787,1840,486
2479,3542,87470,21059,1723,465
2479,3542,81838,21073,1715,467
2479,3542,82063,21662,1737,468
2479,3542,81830,21309,1727,478
2479,3542,81803,21346,1714,489
2479,3542,82352,21545,1727,464
2479,3542,81840,21420,1721,466
2479,3542,84622,22097,1789,460
2479,3542,82646,21208,1771,487
2479,3542,82774,21403,1729,467
2479,3542,81716,21161,1713,465
2479,3542,82099,21251,1807,469
2479,3542,83991,22692,1736,468
2479,3542,82820,21463,1711,504
2479,3542,83589,21482,1712,553
2479,3542,82218,21489,1778,493
2479,3542,82445,21092,1774,464
2479,3542,82057,21200,1785,474
2479,3542,81712,21048,1723,457
2479,3542,84296,21511,1722,456
2479,3542,82779,21496,1710,463
2479,3542,81752,21372,1727,516
2479,3542,82995,22020,1807,516
2479,3542,81326,21620,1821,458
2479,3542,82888,21888,1726,502
2479,3542,81858,20988,1711,473
2479,3542,82613,21435,1731,467
2479,3542,82952,21486,1738,465
2479,3542,82541,21661,2060,476
2479,3542,83214,21597,1726,501
2479,3542,85721,21708,1750,467
2479,3542,84674,21451,1752,462
2479,3542,86864,21366,1788,490
2479,3542,82228,20965,1716,486
2479,3542,83293,21693,1767,465
2479,3542,82578,21367,1777,467
2479,3542,82016,21227,1725,463
2479,3542,84104,21702,1861,473
2479,3542,84000,21758,1817,482
2479,3542,82445,21389,1777,466
2479,3542,82936,20976,1717,464
2479,3542,82626,21063,1780,468
2479,3542,82709,21452,1730,478
2479,3542,82892,21445,1777,464
2479,3542,84153,21494,1802,462
2479,3542,82565,21331,1765,465
2479,3542,82579,21511,1749,462
2479,3542,81810,21591,1849,487
2479,3542,83091,21103,1720,463
2479,3542,81857,21438,1756,474
2479,3542,82607,22813,1939,462
2479,3542,84081,21846,1744,474
2479,3542,82363,22014,1835,457
2479,3542,81637,21800,1958,490
2479,3542,81836,21519,1724,463
2479,3542,83370,21545,1876,461
2479,3542,85178,20948,1714,460
2479,3542,82472,20951,1715,469
2479,3542,82834,21399,1785,467
2479,3542,81618,21374,1714,464
2479,3542,81868,21462,1801,462
2479,3542,81949,21277,1760,521
2479,3542,81237,21523,1720,462
2479,3542,83320,21656,1978,459
2479,3542,83223,21120,1715,466
2479,3542,83618,21251,1724,465
2479,3542,82221,21075,1713,471
2479,3542,82664,21399,1771,463
2479,3542,81704,21356,1752,456
2479,3542,82590,21296,1845,463
2479,3542,82065,21574,1722,463
2479,3542,84952,21778,1755,465
2479,3542,82495,21033,1722,464
2479,3542,82767,21573,1760,467
2479,3542,81928,21080,1733,463
2479,3542,82847,22005,1756,472
2479,3542,81658,21397,1713,449
2479,3542,81951,21467,1776,515
2479,3542,82288,21857,1738,464
2479,3542,81878,21537,1714,483
2479,3542,83178,21068,1719,461
2479,3542,84407,21351,1899,467
2479,3542,81548,21446,1720,477
2479,3542,82497,21432,1770,481
2479,3542,82097,21558,1716,495
2479,3542,81601,21904,1757,502
2479,3542,81780,21587,1747,470
2479,3542,82869,21622,1756,482
2479,3542,83243,20972,1713,472
2479,3542,81871,21107,1714,476
2479,3542,82428,21547,1720,465
2479,3542,81611,21422,1730,465
2479,3542,82822,22067,1739,525
2479,3542,82332,21743,1776,530
2479,3542,81586,21415,1823,490
2479,3542,82562,21669,1783,514
2479,3542,83011,21285,1751,488
2479,3542,82626,21299,1735,463
2479,3542,81718,21095,1715,501
2479,3542,81135,21208,1710,466
2479,3542,84046,21308,1769,504
2479,3542,82099,21483,1741,498
2479,3542,82746,21442,1795,454
2479,3542,82167,21650,1819,462
2479,3542,84525,20984,1718,490
2479,3542,83053,21147,1772,475
2479,3542,82271,21031,1727,453
2479,3542,82093,21222,1716,463
2479,3542,82154,21389,1719,470
2479,3542,83536,21503,1762,493
2479,3542,81968,21411,1827,528
2479,3542,84024,21725,1874,466
2479,3542,82653,20996,1716,463
2479,3542,83017,21768,1786,467
2479,3542,82492,21375,1714,488
2479,3542,82572,21341,1743,467
2479,3542,82427,21356,1722,492
2479,3542,82211,21356,1715,499
2479,3542,84064,21483,1863,463
2479,3542,83110,21818,1738,483
2479,3542,84146,22026,1722,619
2479,3542,84209,21164,1711,464
2479,3542,83762,20970,1718,511
2479,3542,83485,21218,1754,481
2479,3542,81707,21358,1713,526
2479,3542,84194,21624,1743,475
2479,3542,84603,21389,1878,471
2479,3542,82350,21527,1755,464
2479,3542,83338,21200,1747,499
2479,3542,81978,20950,1714,464
2479,3542,81790,21125,1764,491
2479,3542,83125,21184,1725,470
2479,3542,82295,21241,1723,516
2479,3542,81435,22010,1725,470
2479,3542,82899,21728,1744,475
2479,3542,81966,21878,1717,464
2479,3542,83914,21970,1718,467
2479,3542,83708,21068,1784,464
2479,3542,83616,21203,1765,517
2479,3542,83393,21219,1722,470
2479,3542,84356,21188,1791,449
2479,3542,85757,21448,1908,472
2479,3542,82077,21714,1885,476
2479,3542,83643,23671,1906,462
2479,3542,83733,21320,1790,481
2479,3542,81708,21177,1734,462
2479,3542,82878,21525,1747,541
2479,3542,81358,22210,1763,511
2479,3542,84581,21988,1741,479
2479,3542,81570,21550,1825,523
2479,3542,81610,21305,1872,464
2479,3542,85392,22785,1863,463
2479,3542,84862,21374,1790,476
2479,3542,82193,21106,1721,465
2479,3542,82947,21618,1715,460
2479,3542,82477,21232,1715,481
2479,3542,81706,21528,1734,467
2479,3542,81146,21898,1738,484
2479,3542,81312,21572,1765,433
2479,3542,83233,21400,1947,467
2479,3542,83606,22109,1830,466
2479,3542,81718,21388,1714,552
2479,3542,82619,21605,1709,498
2479,3542,81977,23558,1732,477
2479,3542,82221,21584,1777,496
2479,3542,83144,22077,1845,463
2479,3542,84561,21728,1885,462
2479,3542,86101,21499,1766,478
2479,3542,85830,22126,1805,462
2479,3542,84371,20966,1714,464
2479,3542,85209,21230,1816,453
2479,3542,83820,21740,2048,465
2479,3542,83655,21606,1835,520
2479,3542,82925,22137,1735,464
2479,3542,86611,23618,1879,462
2479,3542,84608,21918,1818,502
2479,3542,86598,20946,1714,480
2479,3542,83059,21105,1756,463
2479,3542,86156,21693,1744,480
2479,3542,82780,21418,1745,542
2479,3542,81899,22054,1713,464
2479,3542,85628,22263,1713,548
2479,3542,81947,21881,1728,492
2479,3542,85840,20992,1733,463
2479,3542,83081,21092,1754,466
2479,3542,85428,21010,1716,524
2479,3542,84141,21460,1772,465
2479,3542,83118,21348,1715,466
2479,3542,82151,21444,1830,465
2479,3542,84134,21546,1735,476
2479,3542,84479,22405,1765,474
2479,3542,84507,21148,1797,489
2479,3542,83069,21261,1740,461
2479,3542,85848,22886,1958,472
2479,3542,82028,21143,1717,510
2479,3542,82286,22007,1744,463
2479,3542,81567,21391,1711,462
2479,3542,81394,21863,1723,466
2479,3542,85863,21544,1717,464
2479,3542,82262,21113,1720,476
2479,3542,83016,21562,1783,484
2479,3542,81912,21030,1715,479
2479,3542,82624,21086,1710,469
2479,3542,83089,21286,1714,463
2479,3542,81223,21305,1722,463
2479,3542,81644,21775,1738,464
2479,3542,82889,21608,1745,472
2479,3542,83134,21069,1788,464
2479,3542,82569,21597,1814,467
2479,3542,81434,21161,1725,475
2479,3542,82069,21132,1713,482
2479,3542,82344,21532,1713,492
2479,3542,82616,21540,1737,494
2479,3542,81562,21473,1761,480
2479,3542,81928,21541,1766,466
2479,3542,83582,21127,1788,461
2479,3542,83977,21485,1854,496
2479,3542,82968,20951,1771,461
2479,3542,81891,21233,1715,483
2479,3542,81729,21253,1721,478
2479,3542,81719,21205,1736,487
2479,3542,81721,21416,1715,520
2479,3542,81945,21683,1727,473
2479,3542,82835,21363,1819,463
2479,3542,84483,21290,1770,470
2479,3542,83130,21354,1752,478
2479,3542,81712,20964,1716,470
2479,3542,82677,21255,1719,489
2479,3542,81941,21196,1727,481
2479,3542,83352,21442,1762,461
2479,3542,82019,21423,1756,474
2479,3542,82497,21904,1804,524
2479,3542,82970,21196,1722,491
2479,3542,81128,21162,1730,465
2479,3542,81165,21281,1713,465
2479,3542,81276,21493,1716,483
2479,3542,82309,22028,1763,482
2479,3542,81093,21730,1731,476
2479,3542,80815,21392,1758,483
2479,3542,82635,20990,1715,465
2479,3542,82120,21276,1740,492
2479,3542,83047,21120,1718,461
2479,3542,83712,21741,1919,495
2479,3542,81651,21550,1714,469
2479,3542,81535,21171,1721,490
2479,3542,81340,22479,1768,486
2479,3542,81763,21331,1732,465
2479,3542,81467,21142,1772,470
2479,3542,83030,21166,1733,461
2479,3542,81758,21178,1714,469
2479,3542,82361,21650,1788,464
2479,3542,81458,21691,1729,467
2479,3542,82601,21487,1748,475
2479,3542,81617,21780,1739,462
2479,3542,81973,21499,1745,466
2479,3542,82417,21126,1765,463
2479,3542,81783,21000,1745,462
2479,3542,82765,21277,1799,466
2479,3542,82234,21398,1713,475
2479,3542,82550,21373,1715,463
2479,3542,81475,21322,1730,512
2479,3542,81367,21488,1756,465
2479,3542,82240,21753,1735,463
2479,3542,82794,20978,1783,463
2479,3542,82275,21110,1721,461
2479,3542,82017,21146,1741,472
2479,3542,82059,21191,1733,462
2479,3542,82519,21311,1752,468
2479,3542,81498,21206,1713,466
2479,3542,81935,21633,1751,470
2479,3542,82017,21324,1724,465
2479,3542,81818,21236,1819,466
2479,3542,82972,20950,1713,462
2479,3542,82066,20968,1714,463
2479,3542,84131,21640,1737,532
2479,3542,82405,21258,1719,484
2479,3542,82565,21221,1727,495
2479,3542,82711,21672,1747,463
2479,3542,81446,21457,1736,466
2479,3542,81692,21130,1803,464
2479,3542,81762,21055,1727,462
2479,3542,81385,21050,1727,463
2479,3542,82508,21228,1725,496
2479,3542,81452,21340,1722,462
2479,3542,81451,21316,1736,490
2479,3542,81509,21351,1712,463
2479,3542,81190,21597,1756,465
2479,3542,83516,22168,1795,465
2479,3542,82202,21041,1738,467
2479,3542,81710,21135,1758,466
2479,3542,82396,21014,1718,457
2479,3542,81155,21200,1712,462
2479,3542,81640,21471,1736,478
2479,3542,81264,21395,1744,461
2479,3542,85507,21936,1712,463
2479,3542,81328,21021,1742,462
2479,3542,81933,20928,1709,461
2479,3542,81629,21013,1756,467
2479,3542,81949,21066,1724,489
2479,3542,81988,21382,1730,469
2479,3542,82826,21636,1716,521
2479,3542,82511,21403,1725,468
2479,3542,81214,21606,1731,513
2479,3542,82348,21005,1739,462
2479,3542,81812,21101,1764,470
2479,3542,82766,21343,1755,463
2479,3542,82667,20991,1715,513
2479,3542,81336,21282,1726,477
2479,3542,82798,21385,1725,477
2479,3542,81234,21803,1723,461
2479,3542,81434,21759,1713,463
2479,3542,82462,21276,1797,464
2479,3542,81495,21107,1780,479
2479,3542,82071,21048,1712,470
2479,3542,82069,21268,1751,488
2479,3542,81452,21159,1711,477
2479,3542,82322,21251,1715,485
2479,3542,80798,21376,1722,482
2479,3542,81290,21861,1764,464
2479,3542,82527,20951,1843,464
2479,3542,81870,21276,1873,466
2479,3542,81661,21227,1724,463
2479,3542,81704,21248,1737,489
2479,3542,80899,21199,1712,462
2479,3542,81569,21214,1723,503
2479,3542,81297,21567,1734,467
2479,3542,80966,21480,1723,468
2479,3542,81277,21020,1829,463
2479,3542,81790,20999,1783,463
2479,3542,82053,20994,1716,468
2479,3542,82720,21355,1745,473
2479,3542,81701,21318,1716,468
2479,3542,80902,21332,1717,433
2479,3542,81031,21379,1707,527
2479,3542,81589,21649,1718,464
2479,3542,80712,21127,1708,463
2479,3542,81500,20926,1731,465
2479,3542,81451,21119,1717,475
2479,3542,81377,21161,1709,481
2479,3542,80769,21271,1717,468
2479,3542,80687,21167,1712,480
2479,3542,81222,21484,1720,469
2479,3542,80730,21353,1710,462
2479,3542,81232,21083,1734,463
2479,3542,81672,21021,1721,462
2479,3542,81409,21416,1740,486
2479,3542,81159,21242,1729,457
2479,3542,81220,21500,1722,467
2479,3542,80924,21274,1708,494
2479,3542,81040,21596,1740,467
2479,3542,80780,21170,1717,463
2479,3542,81828,20957,1828,462
2479,3542,82445,21764,1729,471
2479,3542,81355,21104,1715,464
2479,3542,81308,21278,1796,531
2479,3542,81262,21693,1753,475
2479,3542,81333,21297,1713,480
2479,3542,81419,20858,1723,471
2479,3542,81944,21346,1710,463
2479,3542,82032,21138,1811,469
2479,3542,82008,14762,1717,309
2479,3542,70402,12439,1147,306
2479,3542,82006,19306,1713,306
2479,3542,81232,20070,1719,307
2479,3542,64854,14213,1147,309
2479,3542,81944,13332,1712,301
2479,3542,81823,12759,1649,300
